"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSSSCG00000000002",183.128764758827,-2.04281439382996,0.450018899980701,4.55135071250184e-07,5.10003214269882e-05
"ENSSSCG00000000028",54.8347402536332,-2.04547738714385,0.767647790299132,0.00047205573175464,0.0104497477348349
"ENSSSCG00000000179",160.63431556736,-1.1734160912284,0.418238969554719,0.000530576055756985,0.0113381664523307
"ENSSSCG00000000214",773.876001832333,-1.281724041992,0.415162811830211,0.00020192583222951,0.00567699198058899
"ENSSSCG00000000257",40.3636987335211,-2.06777205767228,0.6391606213789,8.17786920619234e-05,0.00295729854175837
"ENSSSCG00000000265",121.710980703408,-1.07694837310804,0.487398575163512,0.00279495004170752,0.0354257580871677
"ENSSSCG00000000659",10.7691554991226,-2.76503180273827,1.54608949711696,0.0028176160650355,0.0355480810372032
"ENSSSCG00000000683",189.490879463889,-1.107191765133,0.467282474915817,0.00186121643512009,0.0268199165240232
"ENSSSCG00000000693",623.025154448891,-1.15771059185127,0.390836538998833,0.000342713941343659,0.0081996041344962
"ENSSSCG00000000700",100.699422012146,-1.41122071108135,0.414924764937046,6.10958702107577e-05,0.00235785263670804
"ENSSSCG00000000723",419.718646324069,-1.0357189077858,0.342323763263682,0.000327398873388611,0.00798440315552226
"ENSSSCG00000000728",125.963126455108,-1.01503450026068,0.355172994717119,0.000560879300398011,0.0117567498487189
"ENSSSCG00000000811",196.684647924147,-1.3306366727465,0.33050812396771,5.96754230411231e-06,0.000379459594364511
"ENSSSCG00000001001",131.022794475173,-1.05515806445415,0.459650202062002,0.00237539129348935,0.0318484246869563
"ENSSSCG00000001204",55.4767492566081,-1.3962152210084,0.526780957219524,0.000659647473308086,0.0130523178406552
"ENSSSCG00000001207",181.430764397622,-1.06368684374625,0.355453698455947,0.000347793314450405,0.00828973020820217
"ENSSSCG00000001247",22.8101518664174,-1.84937871284643,0.739893869570615,0.00074149624335377,0.0142068880842372
"ENSSSCG00000001248",9.05116717883239,-3.26611164123053,1.43841552623032,0.00104866796360335,0.0180483281038328
"ENSSSCG00000001384",577.548455781013,-1.06449390682519,0.316471972474692,0.000101841557241822,0.00348968475257736
"ENSSSCG00000001392",129.095903312681,-1.59901308168094,0.376010423641774,1.91211968025589e-06,0.000157533720961603
"ENSSSCG00000001420",2022.3881953091,-1.11326324584077,0.323046845755043,7.9579612378311e-05,0.00291121664155773
"ENSSSCG00000001509",728.698089497514,-1.33838572816815,0.432700103089543,0.000188997955589585,0.00537529621098511
"ENSSSCG00000001561",30.9246807554817,-1.29197930161711,0.712360753620512,0.00467303447694104,0.0496631129016016
"ENSSSCG00000001572",78.0665530668853,-1.66148341870417,0.677163256266236,0.000926414049492297,0.0166079657746732
"ENSSSCG00000001720",868.768630729722,-1.64616480709048,0.300616600146481,4.19510619526814e-09,1.05990756392181e-06
"ENSSSCG00000001837",313.084958461267,-1.21282323866026,0.428338177550415,0.000474761330756055,0.0104973774288174
"ENSSSCG00000001958",223.45544941462,-1.00235459199387,0.3344937857779,0.000375263739252001,0.00873765710885653
"ENSSSCG00000001992",435.555743471093,-1.53428726741696,0.295468636581014,2.04954505659272e-08,4.13157758269951e-06
"ENSSSCG00000002026",347.641032723155,-1.17224360547534,0.366163041715314,0.000155391006431194,0.00466640916143376
"ENSSSCG00000002142",539.012995191463,-1.67627705070791,0.397877976818288,2.25804155474396e-06,0.000176808386036542
"ENSSSCG00000002423",10.3703632069566,-2.63767716196423,1.61718915405681,0.00322691332394074,0.0387741157738447
"ENSSSCG00000002660",559.072476571837,-1.13974674432143,0.319280797770772,4.40682497288559e-05,0.00178811405591454
"ENSSSCG00000002708",324.475392491939,-1.10797108318171,0.325438644262434,8.32463182397208e-05,0.00298756531122058
"ENSSSCG00000002768",239.072845658123,-1.79069324607009,0.416447225131459,1.45127528366107e-06,0.000128505679206045
"ENSSSCG00000002779",43.8815013319271,-1.78284558551975,0.668397140395741,0.000497565198352698,0.0108132848740307
"ENSSSCG00000002786",704.208662093585,-1.37111737491042,0.416325103589982,9.48506745461824e-05,0.00328578689575066
"ENSSSCG00000002913",1779.87372860322,-1.34892098405279,0.384887780312468,4.76929525905159e-05,0.00189462003907271
"ENSSSCG00000002917",140.502251415425,-1.73170114798637,0.339898696126669,3.11578276815315e-08,5.90409676737341e-06
"ENSSSCG00000002923",234.862838289609,-1.15146352953358,0.38418955677644,0.000304903647816973,0.00754258384136268
"ENSSSCG00000002932",505.427114859933,-1.48507792469583,0.447706393586704,8.066992489869e-05,0.00293964309020246
"ENSSSCG00000002955",364.759266202715,-1.21999713245236,0.41436882401718,0.000335137127040298,0.00806562240757858
"ENSSSCG00000002998",819.193276163828,-1.21947106968586,0.314698968495388,1.23952464116987e-05,0.000669582746026092
"ENSSSCG00000003063",113.387152662256,-1.41258056987125,0.454061437318819,0.000166388644007661,0.00491105672165291
"ENSSSCG00000003108",92.1184072235925,-1.55312733813656,0.596347614969364,0.000666381234146656,0.0130852414568342
"ENSSSCG00000003146",208.513505415159,-1.35753615358782,0.481826083332165,0.000430346346449388,0.00970633494001684
"ENSSSCG00000003148",325.637231409951,-1.11657165955113,0.470335459062447,0.00178846014023068,0.0260688701517163
"ENSSSCG00000003473",63.0961583585046,-1.05309927716406,0.473875783041521,0.00281124450432489,0.0355480810372032
"ENSSSCG00000003541",94.5882887355346,-1.11837157521886,0.439875808461211,0.00117648999486628,0.0195727031718359
"ENSSSCG00000003573",188.20062369403,-1.34598343964648,0.374644792273826,3.28463370127158e-05,0.00142753495425218
"ENSSSCG00000003732",74.9027320227843,-1.64345787526316,0.777126349418146,0.00206711351838024,0.0288862345573651
"ENSSSCG00000003888",194.919845780564,-1.50302313768932,0.402603016706443,1.71899468222508e-05,0.000857190269302183
"ENSSSCG00000003918",130.146600383927,-1.50140026389868,0.348824610505798,1.59757295925378e-06,0.000138864266077522
"ENSSSCG00000003919",789.927039144009,-1.3623143815545,0.476466312757501,0.000380883275115126,0.00881407459549044
"ENSSSCG00000003949",620.618190910233,-1.08761767261271,0.394210639833547,0.000682561376291438,0.0132927600404383
"ENSSSCG00000003965",417.386993851201,-1.24235270551191,0.306028942453172,5.64879149759287e-06,0.000366571746876327
"ENSSSCG00000004001",7.7583420533085,-7.8089935406043,3.01997752263978,5.73751854198615e-06,0.000371058835672681
"ENSSSCG00000004215",128.871616604072,-1.32464376144431,0.500213685243683,0.000710815100790201,0.0137441176988505
"ENSSSCG00000004300",93.4997565393573,-1.10360310099485,0.398731386529578,0.000646111112309803,0.0129582352926179
"ENSSSCG00000004330",17.9459914991678,-2.93972434284547,0.849511117909696,3.4503861198411e-05,0.00147587734954557
"ENSSSCG00000004391",27.3316760747684,-1.35215854707561,0.724713209711102,0.00405539088063403,0.0450945064685116
"ENSSSCG00000004469",148.006298408315,-1.22163861600001,0.43769279126724,0.000523694150261261,0.0112383697092872
"ENSSSCG00000004548",46.4389169192639,-2.90040783278046,0.670688149013817,1.09445084182962e-06,0.000101660534322693
"ENSSSCG00000004602",98.7333015518329,-1.00339267174056,0.475274030666469,0.00392073212786619,0.0441330445282098
"ENSSSCG00000004644",19.8983529137562,-2.1967746814779,0.848102262130927,0.000568045092046725,0.0118806693699706
"ENSSSCG00000004675",47.9271676506841,-1.46895319789347,0.60147564192756,0.00106815838549615,0.0183670900605867
"ENSSSCG00000004701",124.247726148403,-1.59424474917368,0.364600131497776,1.10957587243492e-06,0.000102562698569606
"ENSSSCG00000004708",383.089024127209,-1.12929026416121,0.380459930582742,0.00034634786519677,0.008265674682133
"ENSSSCG00000004736",37.5197937718107,-1.09364420626356,0.56286818987247,0.0046896041618474,0.0497210853439157
"ENSSSCG00000004761",234.991165358606,-1.39598619673316,0.376742142515895,2.06545608606497e-05,0.00099364110188902
"ENSSSCG00000004946",343.450195146795,-1.24350431951119,0.398283811481817,0.000187684221490283,0.00535216391995572
"ENSSSCG00000005067",732.173923906226,-1.80648401182886,0.355875214589559,3.57375711922702e-08,6.44944034783169e-06
"ENSSSCG00000005075",44.2564835066648,-2.33509369757708,0.593812761519746,6.22912299741515e-06,0.000393452172260066
"ENSSSCG00000005112",69.0486981749294,-1.32081925257683,0.629668226737958,0.0027122099167784,0.0347729813917803
"ENSSSCG00000005277",72.0361264934583,-1.37090062693317,0.554724870635027,0.00107977260500117,0.0185175296866902
"ENSSSCG00000005314",206.880844176513,-2.08353112958985,0.352081388959725,2.83569258213815e-10,1.22121678952127e-07
"ENSSSCG00000005324",32.4558063444281,-2.07668161431555,0.823212591354387,0.000694590520591136,0.0134854464904523
"ENSSSCG00000005393",51.1316950251594,-1.17786347456726,0.492174277746422,0.00159046423087315,0.0240332589400441
"ENSSSCG00000005484",625.481548316228,-1.19200227346291,0.482644881060994,0.0013103043361286,0.0211670561511516
"ENSSSCG00000005486",2769.16122482504,-1.27084357727045,0.343907796246912,2.25334565849354e-05,0.00104910680301705
"ENSSSCG00000005511",198.969417344084,-1.43566614542218,0.375392976359264,1.25722663216939e-05,0.000674877831529117
"ENSSSCG00000005896",287.079213626687,-1.22580732124045,0.390875188292456,0.000181217248548497,0.00522661437251975
"ENSSSCG00000006096",419.44463889204,-1.468470218472,0.27766096416526,1.27714943516357e-08,2.81403542405982e-06
"ENSSSCG00000006262",15.6769771669937,-3.04918427786266,1.07104004852003,0.000246273141657099,0.00653589602417418
"ENSSSCG00000006285",214.240467348507,-1.73892990543034,0.359173443345826,1.16364978974052e-07,1.70930231517776e-05
"ENSSSCG00000006362",280.979498443183,-1.07140949625108,0.48545625358095,0.00281682868093871,0.0355480810372032
"ENSSSCG00000006396",581.57639087948,-1.00792907468452,0.496081801769628,0.00461517398030906,0.0492138051507464
"ENSSSCG00000006526",43.6645193339315,-1.60177458449848,0.71792811976873,0.00161983743028794,0.0243251383496048
"ENSSSCG00000006590",26.141369101709,-2.34876052235496,0.966180897241634,0.000826849319176231,0.0153614486794071
"ENSSSCG00000006614",36.2504255665967,-3.60485433873981,0.803212626681039,4.90238418980347e-07,5.3388090811831e-05
"ENSSSCG00000006635",381.357797436995,-1.13835755668402,0.378626681015185,0.000303339823593615,0.00753340277493502
"ENSSSCG00000006685",46.205474245097,-2.41583380532019,0.74952856195103,8.22076627972335e-05,0.00296714857589481
"ENSSSCG00000006731",27.0568946038101,-2.79500997892651,0.804955439955829,3.33796358119518e-05,0.00144079890432955
"ENSSSCG00000006732",470.824417451566,-1.05449282229525,0.335380681762921,0.000217537479382235,0.00599145014071798
"ENSSSCG00000006750",20.9829408655515,-2.39106921015772,1.01520700162404,0.000883681233697072,0.0161135478142048
"ENSSSCG00000006779",341.445240217179,-1.16618391247856,0.322990868871094,3.64364567474585e-05,0.00154114825649016
"ENSSSCG00000006791",48.2826007750014,-1.8259311077971,0.597060491515247,0.00015360578610446,0.00464921914230829
"ENSSSCG00000006852",28.4811346949746,-1.34511344731157,0.738946316925115,0.00440211534169989,0.0477753056184829
"ENSSSCG00000006897",222.048675512614,-1.91150801162416,0.349260849684161,3.80115169460513e-09,9.95313338035389e-07
"ENSSSCG00000007033",84.4062198458422,-2.20925290053818,0.442656495976652,4.90532057735749e-08,8.37395672255379e-06
"ENSSSCG00000007047",228.327360614153,-1.21177445871975,0.393595436268034,0.000220549135868619,0.00604079346175224
"ENSSSCG00000007089",521.674423641903,-1.45577944335273,0.336774492093174,1.53384990472483e-06,0.000133939732002907
"ENSSSCG00000007149",155.734198258239,-2.10499427623,0.391598956067362,6.24524733412377e-09,1.47926489667889e-06
"ENSSSCG00000007212",80.212902170902,-1.18329166332112,0.440700791283375,0.000729246798338654,0.0140147034297355
"ENSSSCG00000007235",516.054984422761,-1.10146675849918,0.415177752801824,0.000918047144442572,0.0165371099154521
"ENSSSCG00000007428",150.597597616195,-1.16158613428587,0.598195518912142,0.00439081166303989,0.0477412665515649
"ENSSSCG00000007498",5.7167056284007,-4.01831008597411,1.80176567849467,0.0010956399645783,0.0187207228934123
"ENSSSCG00000007603",90.3013001517344,-1.69137465922229,0.629902881642594,0.000508000633757152,0.0109636719921005
"ENSSSCG00000007618",807.468533920818,-1.2251400863466,0.337547023139707,3.21151650233376e-05,0.00140868116210005
"ENSSSCG00000007800",35.4351446648543,-1.54136381859592,0.758825251161377,0.0025345457660839,0.0333672743932307
"ENSSSCG00000007850",176.29244485081,-1.21688945049597,0.444988398783659,0.000621233836957458,0.0126757387785929
"ENSSSCG00000007855",390.974608398049,-1.62302391696159,0.355666123493219,4.6622066721179e-07,5.1362880366257e-05
"ENSSSCG00000007939",1834.94026430627,-1.02210331136874,0.364770787913482,0.000660636133763689,0.0130523178406552
"ENSSSCG00000007954",85.9355762983354,-1.20290775801261,0.610367167670252,0.00392128646022494,0.0441330445282098
"ENSSSCG00000007958",244.758309660741,-1.06953414991217,0.460423387480803,0.00220294040879208,0.0302337740031088
"ENSSSCG00000007979",1400.04181049509,-1.70048598740306,0.338851044355905,4.81968924065538e-08,8.30257194737989e-06
"ENSSSCG00000008006",50.2534183541113,-1.26072367385577,0.678417715642382,0.00449893751268204,0.0483278724080567
"ENSSSCG00000008010",254.476169620377,-1.23234437897969,0.386023711847419,0.000150316613835023,0.00457934005717019
"ENSSSCG00000008105",650.550619726079,-1.02297854591367,0.311598578601794,0.000142867290943849,0.00443802015753278
"ENSSSCG00000008117",178.950037939065,-1.17327014704574,0.513711858117351,0.00209689948186514,0.0291882556505194
"ENSSSCG00000008135",395.473010530226,-1.15098847376137,0.402381341407639,0.000456554605278503,0.0101421491388304
"ENSSSCG00000008180",2463.35406292465,-1.03741850161009,0.332788202809665,0.000237139464877198,0.00635008506458823
"ENSSSCG00000008347",52.1179469550422,-1.57658222551569,0.528701415075407,0.000218141377964465,0.00599731878648503
"ENSSSCG00000008584",126.128282560318,-2.11078955023963,0.455577543786298,2.86105824288712e-07,3.52040211977066e-05
"ENSSSCG00000008589",88.063922876979,-2.17113061577771,0.534727566504387,3.74084354873192e-06,0.000260607516194563
"ENSSSCG00000008613",51.817490720723,-2.08090314512844,0.562299688839646,1.50639214570788e-05,0.000765271441528651
"ENSSSCG00000008682",2338.78033690284,-1.1109228317317,0.351760553982246,0.000209565879801882,0.00583122445868703
"ENSSSCG00000008694",415.10779410634,-1.72356613294713,0.381912433640207,5.67018643220928e-07,5.90353641230405e-05
"ENSSSCG00000008745",732.814810362811,-1.01749478150348,0.377114863670729,0.000895911023157888,0.0162611283312441
"ENSSSCG00000008747",370.902543993585,-1.29938875968161,0.529227004544626,0.00121391150789317,0.0200116266425901
"ENSSSCG00000008850",346.50566653724,-1.26408304514105,0.353223882574753,3.7222456069131e-05,0.00156499553885599
"ENSSSCG00000008948",23.4207014042262,-2.09255287653621,0.972128210712707,0.00156820678283336,0.0238108576345428
"ENSSSCG00000009120",107.218288649937,-1.65006070063895,0.47599780740182,4.3362221440741e-05,0.00177466681226912
"ENSSSCG00000009144",43.4409997487843,-1.54934448240057,0.686939157585749,0.00158367299519944,0.0239688654840529
"ENSSSCG00000009180",481.047723752054,-1.39402428059952,0.289615120696159,1.58811557944497e-07,2.13426965353921e-05
"ENSSSCG00000009236",142.769985694388,-1.47697986202852,0.401941095710986,2.19623905387106e-05,0.00103781879879807
"ENSSSCG00000009388",44.2716116313411,-3.99646416983362,0.597557055101961,1.68657617613988e-12,1.59794659808373e-09
"ENSSSCG00000009396",540.538008380705,-1.12042175015593,0.3017212293047,2.55864139637634e-05,0.00115989702918505
"ENSSSCG00000009649",81.0610014071338,-1.21498422111631,0.627139609225355,0.00415616895481939,0.0459214259620249
"ENSSSCG00000009670",79.5684510730649,-1.1276719678257,0.462520085218826,0.00151569968757441,0.0233694006345382
"ENSSSCG00000009708",162.626900371659,-2.61706635012322,1.28875123074637,0.00178613190988721,0.0260688701517163
"ENSSSCG00000009798",17.0025818035898,-2.85225737083764,0.922674619801203,0.000125558115921549,0.00406700980956826
"ENSSSCG00000009881",559.742227235322,-1.16580301526148,0.306079286459412,1.70665933414302e-05,0.000853284636482221
"ENSSSCG00000009954",61.2541181119372,-1.99110257887171,0.654593541175666,0.000154536025131834,0.00465548988906698
"ENSSSCG00000010056",852.063735280105,-1.06378226122752,0.313416890856481,9.16471535426846e-05,0.00318646222473455
"ENSSSCG00000010477",59.49555451509,-1.41840306548237,0.626070233456741,0.00168717557498977,0.0250747372317499
"ENSSSCG00000010519",961.275785288575,-1.14648127804548,0.265760502667681,2.07798533400782e-06,0.000168272410658607
"ENSSSCG00000010520",1253.12511243723,-1.20501673454379,0.29081746638293,4.12808473173979e-06,0.000282393781883528
"ENSSSCG00000010691",173.527871999155,-1.04443290938085,0.403604440647642,0.00115089147658341,0.0193775831575479
"ENSSSCG00000010799",502.355012251321,-1.2767157586691,0.306781120563667,3.56260948563463e-06,0.000252838528626556
"ENSSSCG00000010800",78.7419505647064,-1.81748150156879,0.508679961560756,2.75594571651814e-05,0.00123166074014864
"ENSSSCG00000010896",235.994496323958,-1.36120119906201,0.476713191340243,0.00038522737654816,0.00886959120074252
"ENSSSCG00000010971",83.5660164477111,-3.67165380672699,0.517982759566657,1.0962096437576e-13,2.30800850439587e-10
"ENSSSCG00000011190",254.07680754424,-1.24212980123307,0.291091488680249,2.29841431148228e-06,0.000179209018825951
"ENSSSCG00000011324",27.8681502920817,-1.92637055378839,0.755454253551578,0.000656850342624283,0.0130347739972859
"ENSSSCG00000011395",1403.75001444072,-1.15804740434456,0.414029847298749,0.000557865741751688,0.0117455532671697
"ENSSSCG00000011432",238.529779532537,-1.36586427084233,0.465713484014437,0.000302763827260583,0.00752896556792754
"ENSSSCG00000011582",114.16616718411,-1.31177607164357,0.470854239016869,0.000485335885645938,0.0106196647772574
"ENSSSCG00000011610",435.144601363921,-1.04010803982263,0.400218845497441,0.00113819292643679,0.0192740105121097
"ENSSSCG00000011765",118.878738392792,-1.30468981578125,0.369257068109153,4.22928415451389e-05,0.00174598486805847
"ENSSSCG00000011782",303.238738537258,-1.22829945637396,0.562321784230177,0.00247393919437473,0.032791729250852
"ENSSSCG00000011855",227.676602816526,-2.11798659454838,0.468835416091985,4.93319075070384e-07,5.34165894486212e-05
"ENSSSCG00000011892",45.9169762003261,-1.68710837292304,0.489677101424474,4.39733026336563e-05,0.0017880903682514
"ENSSSCG00000012122",157.171044560329,-1.55976180366979,0.379473435171955,3.64513312634323e-06,0.00025577829666326
"ENSSSCG00000012264",506.821449259959,-1.27725268212725,0.334233019804906,1.44874730703164e-05,0.000745934700143629
"ENSSSCG00000012284",314.957846166336,-1.47808156033518,0.332206801946008,8.49532728697735e-07,8.20594658183842e-05
"ENSSSCG00000012307",132.979211022203,-1.17792963855584,0.400245048455014,0.00035190176099752,0.00834566516788736
"ENSSSCG00000012319",150.117442742824,-3.46564157288342,0.530079540247437,5.12892329907393e-12,4.04949864975633e-09
"ENSSSCG00000012508",341.18432779619,-1.3302051071715,0.325827674129786,4.78707888746852e-06,0.00031698938211571
"ENSSSCG00000012510",526.896108810551,-1.15728052342212,0.380224737319906,0.000264313442624012,0.00687977393445385
"ENSSSCG00000012676",134.005978278417,-2.13863570675875,0.629021535270425,4.67609297850088e-05,0.00187330414058379
"ENSSSCG00000012790",147.739204258326,-1.20626267515616,0.519515390696362,0.00183995674218578,0.026635095727791
"ENSSSCG00000012917",328.706278461903,-1.68467110186661,0.431237140961233,8.01843343992694e-06,0.000480826883712581
"ENSSSCG00000012964",11.8168412894903,-6.4767865985385,1.62627209594827,2.75222586173595e-07,3.47679519026897e-05
"ENSSSCG00000012975",82.7901804844465,-1.13600493264525,0.470741576232839,0.00159203935613789,0.0240378914417983
"ENSSSCG00000012993",319.946453204508,-1.08972035070018,0.438399738217897,0.00142768006082319,0.0225067466493666
"ENSSSCG00000012994",19.5260628685304,-1.93084388224157,0.828610994833855,0.00109236373211101,0.0186928021714308
"ENSSSCG00000013057",231.74937791044,-4.00275471737845,0.961615555920851,2.37105203090493e-06,0.000181165584409748
"ENSSSCG00000013440",47.8398257577108,-1.35711068849671,0.730424863003593,0.00410776148968512,0.0454661054135767
"ENSSSCG00000013497",228.30973406411,-1.3415213412945,0.420559014635768,0.000136150935657339,0.00429271893472697
"ENSSSCG00000013569",1325.34283345277,-1.14808480583561,0.321116952522215,4.27485371093173e-05,0.00176096093409664
"ENSSSCG00000013575",14.7245159028938,-1.78229550564895,0.922898128654434,0.00272172546807113,0.0348472810097837
"ENSSSCG00000013625",1925.2562173538,-1.02716686027917,0.345784960636985,0.000381420717098642,0.00881407459549044
"ENSSSCG00000013737",521.369801527423,-1.21972692348095,0.316588709673729,1.35298139932307e-05,0.000706271199332588
"ENSSSCG00000013839",59.2656489217608,-1.69795399948201,0.871668480241566,0.00275730565765485,0.0351181211715667
"ENSSSCG00000013859",83.3139499709904,-1.67232589512325,0.514691229283692,9.09368093762417e-05,0.00316757647218824
"ENSSSCG00000014028",826.3824698577,-1.21278181255502,0.269288501779745,8.02856043668418e-07,7.84191709869735e-05
"ENSSSCG00000014048",421.15995064832,-1.04973822246626,0.490391758645952,0.0034273309933657,0.0402133095933663
"ENSSSCG00000014062",257.533762886562,-1.07233963831511,0.38428603052145,0.000632620568222,0.0128621535914578
"ENSSSCG00000014126",89.9360904005804,-1.11146722805487,0.480305863523548,0.00205847618424223,0.0287895745088538
"ENSSSCG00000014324",35.0424749687405,-1.77238923230799,0.676617532024543,0.000575524011779821,0.0120105776423082
"ENSSSCG00000014813",50.3177522814536,-1.40501776504638,0.565635614418508,0.00100907324887315,0.0175905510514235
"ENSSSCG00000014830",160.440819707627,-1.5679648119882,0.32381774914794,1.22137693550523e-07,1.76670775197622e-05
"ENSSSCG00000014834",13.3124088719714,-4.94819380114074,1.1609603919435,2.03304989007796e-06,0.000166771698558819
"ENSSSCG00000014860",97.9219428491653,-1.20228069003779,0.455946095751735,0.000820066449298708,0.0152947235706311
"ENSSSCG00000014884",264.310438204363,-1.28403739026771,0.37407574828706,6.21975210567938e-05,0.00239548948476664
"ENSSSCG00000014927",227.85843386046,-1.04959559938641,0.45628025076055,0.00238714665200091,0.0319449448508229
"ENSSSCG00000014929",12.020214513582,-6.62795811801981,1.58880539677889,1.03782909256813e-07,1.56273477765895e-05
"ENSSSCG00000014959",41.6929729580295,-1.34974579884048,0.53732973197243,0.000989491363489832,0.0173770823417691
"ENSSSCG00000015019",658.5412553718,-1.33526691459375,0.350043806983763,1.42383910963783e-05,0.000736090899688652
"ENSSSCG00000015039",19.6813087944583,-3.18059999338875,1.14983743184535,0.000330301401746109,0.00799764670052941
"ENSSSCG00000015266",506.688774476394,-1.08516244724907,0.378606381570395,0.000498749853813016,0.0108132848740307
"ENSSSCG00000015512",434.430770415338,-1.37549214584401,0.48060163653086,0.000375347136345412,0.00873765710885653
"ENSSSCG00000015549",209.942416719439,-1.49460770519769,0.32893652545063,5.41945485781329e-07,5.73424495490405e-05
"ENSSSCG00000015613",505.864556745606,-1.09456608643264,0.353797571426167,0.000242945258788476,0.00648390099828569
"ENSSSCG00000015718",62.7516723140997,-1.78107399918826,0.470306905476905,1.21810465931913e-05,0.000663271988202248
"ENSSSCG00000015930",6.3068492960398,-7.25844880516123,3.09630178467535,7.39417458210581e-05,0.00274729831679065
"ENSSSCG00000015951",223.323167002715,-1.1986055548573,0.414797837591341,0.00040784394383189,0.00933361701892571
