"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"1","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"ABCB1; ABCC1; ABCC2; ABCC3; ABCG2; APAF1; BAX; CASP2; CASP6; CASP8; CASP9; CDKN1A; CYCS; CYP2E1; CYP3A5; DCK; FAS; H2AFX; KMT2A; LMNB1; MAPK8; MCL1; RB1; TOP2A; TOP2B; TP53","Topoisomerase inhibitor","73707602","topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched"
"2","pyrvinium-pamoate","HA1E","trt_cp","down",-0.663456922900785,1.46657244047533e-05,0.000124761495428982,-1.88498013161875,-99.6430165104864,2241,-1.687942110243,100,31,"AR","AKT inhibitor","73707397","androgen receptor antagonist","AR","infectious disease","pinworm","Launched"
"3","amsacrine","HA1E","trt_cp","down",-0.638550005641746,1.5710167685804e-05,0.000124761495428982,-1.81421586260202,-98.7505577867024,2241,-1.58822753264746,100,31,"ALB; KCNH2; ORM1; TOP2A; TOP2B","Topoisomerase inhibitor","2179","topoisomerase inhibitor","KCNH2, TOP2A","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"4","pyrvinium-pamoate","NKDBA","trt_cp","down",-0.616757653445567,1.66675740267671e-05,0.000124761495428982,-1.48965006923196,NA,229,-1.687942110243,100,31,"AR","AKT inhibitor","73707397","androgen receptor antagonist","AR","infectious disease","pinworm","Launched"
"5","niclosamide","HA1E","trt_cp","down",-0.589395932298735,1.78860911879929e-05,0.000124761495428982,-1.67456180452904,-96.1624274877287,2241,-1.47627195335995,100,31,"STAT3","DNA replication inhibitor; STAT inhibitor","4477","DNA replication inhibitor, STAT inhibitor","STAT3","infectious disease","tapeworm","Launched"
"6","chlorambucil","HA1E","trt_cp","down",-0.56316463239117,1.90175714091311e-05,0.000124761495428982,-1.60003476675829,-98.88442659527,2241,-0.926056371294621,100,31,NA,"DNA inhibitor","2708","DNA inhibitor","","hematologic malignancy","chronic lymphocytic leukemia (CLL), Hodgkin's lymphoma","Launched"
"7","lasalocid","HA1E","trt_cp","down",-0.558044093707442,1.923516375935e-05,0.000124761495428982,-1.58548655217367,-97.9919678714859,2241,-1.60046181668044,100,31,NA,"Bacterial permeability inducer","5360807","bacterial permeability inducer","","infectious disease","coccidiosis","Launched"
"8","methylene-blue","HA1E","trt_cp","down",-0.545071270612658,1.98009038699191e-05,0.000124761495428982,-1.54862882571005,-96.9656403391343,2241,-1.3727844991117,100,31,"ACHE; MAPT","Guanylyl cyclase inhibitor; Monoamine oxidase inhibitor; Nitric oxide production inhibitor; Tau aggregation inhibitor","4139","guanylyl cyclase inhibitor, nitric oxide production inhibitor","ACHE","hematology","methemoglobinemia","Launched"
"9","penfluridol","HA1E","trt_cp","down",-0.533927522032444,2.02796070404007e-05,0.000124761495428982,-1.5169677729116,-94.8237394020527,2241,-1.40501251008835,100,31,"CACNA1G; DRD1","T-type calcium channel blocker","33630","T-type calcium channel blocker","CACNA1G","neurology/psychiatry","schizophrenia","Launched"
"10","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5311","HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched"
"11","ixazomib","NKDBA","trt_cp","down",-0.524699426402266,2.06712732707947e-05,0.000124761495428982,-1.26730253366055,NA,229,-1.34440273544,100,31,"PSMB5",NA,"25183872","proteasome inhibitor","","hematologic malignancy","multiple myeloma","Launched"
"12","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"ABCB1; ABCC2; ABCG2; CES2; CES5A; CYP3A5; TOP1; TOP1MT","Topoisomerase inhibitor","60838","topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched"
"13","tigecycline","HA1E","trt_cp","down",-0.518824695915572,2.09323840910573e-05,0.000124761495428982,-1.47405838998268,-97.7688531905399,2241,-1.51769040782156,100,31,NA,NA,"73707446","bacterial 30S ribosomal subunit inhibitor","","infectious disease","skin infections, pneumonia, intra-abdominal infections","Launched"
"14","panobinostat","NKDBA","trt_cp","down",-0.517405129257326,2.10194210311449e-05,0.000124761495428982,-1.2496846732477,NA,229,-1.19970828206436,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","6918837","HDAC inhibitor","HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9","hematologic malignancy","multiple myeloma","Launched"
"15","triflupromazine","HA1E","trt_cp","down",-0.514940217137951,2.11064579712325e-05,0.000124761495428982,-1.46302200605967,-93.2619366354306,2241,-1.03590756957387,100,31,"CHRM1; CHRNA7; DRD1; HTR2B","Dopamine receptor antagonist","5568","dopamine receptor antagonist","CHRM1, CHRM2, DRD1, DRD2, HTR2B","neurology/psychiatry, gastroenterology","psychosis, nausea, vomiting","Launched"
"16","vorinostat","HA1E","trt_cp","down",-0.512869214705013,2.119349491132e-05,0.000124761495428982,-1.45713797907333,-96.8317715305667,2241,-1.07130097458377,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5311","HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched"
"17","perhexiline","HA1E","trt_cp","down",-0.501550126789738,2.16721980818016e-05,0.000124761495428982,-1.4249787610565,-92.6372155287818,2241,-1.50078596356895,100,31,"CPT1A; CPT2; KCNH2","Carnitine palmitoyltransferase inhibitor","5284439","carnitine palmitoyltransferase inhibitor","CPT1A","cardiology","angina pectoris","Launched"
"18","menadione","HA1E","trt_cp","down",-0.499415064086469,2.18027534919329e-05,0.000124761495428982,-1.41891272928186,-89.7367246764837,2241,-1.14569258872656,100,31,"AOX1; BGLAP; CDC25A; F10; F2; F7; F9; GGCX; NQO1; NQO2; PKM; PROC; PROS1; PROZ; RP11-196G11.1; VKORC1; VKORC1L1","Mitochondrial DNA polymerase inhibitor; Phosphatase inhibitor","4055","mitochondrial DNA polymerase inhibitor, phosphatase inhibitor","AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1","gastroenterology, neurology/psychiatry, dermatology, rheumatology","ulcerative colitis, diarrhea, headache, varicose veins, rheumatoid arthritis","Launched"
"19","dactinomycin","HA1E","trt_cp","down",-0.494981570668902,2.1976827372108e-05,0.000124761495428982,-1.40631651283236,-93.1726907630522,2241,-1.07428078814296,100,31,"POLR2A; TOP2A; TOP2B","RNA polymerase inhibitor","457193","RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)","Launched"
"20","niclosamide","NKDBA","trt_cp","down",-0.485996303874929,2.2368493602502e-05,0.000124761495428982,-1.17382317620102,NA,229,-1.47627195335995,100,31,"STAT3","DNA replication inhibitor; STAT inhibitor","4477","DNA replication inhibitor, STAT inhibitor","STAT3","infectious disease","tapeworm","Launched"
"21","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"ABCB1; ABCC1; ABCG2; PIM1; TOP2A; TOP2B","Topoisomerase inhibitor","4212","topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched"
"22","ixazomib","HA1E","trt_cp","down",-0.47310288347576,2.29342337130712e-05,0.000124761495428982,-1.34415589736292,-94.1543953592146,2241,-1.34440273544,100,31,"PSMB5",NA,"25183872","proteasome inhibitor","","hematologic malignancy","multiple myeloma","Launched"
"23","doxorubicin","HA1E","trt_cp","down",-0.472910845572206,2.29342337130712e-05,0.000124761495428982,-1.34361028901938,-96.9210174029451,2241,-1.16922698146546,100,31,"CHD1; NOLC1; TOP2A","Topoisomerase inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched"
"24","thiostrepton","NKDBA","trt_cp","down",-0.471419941855919,2.30212706531587e-05,0.000124761495428982,-1.13861699988612,NA,229,-1.15152234285743,100,31,"FOXM1","FOXM1 inhibitor; Protein synthesis inhibitor","16129995","FOXM1 inhibitor, protein synthesis inhibitor","FOXM1","obstetrics/gynecology","mastitis","Launched"
"25","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"ABCB1; ABCG2; DCXR; TOP2A; TOP2B","RNA synthesis inhibitor; Topoisomerase inhibitor","2958","RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched"
"26","ouabain","HA1E","trt_cp","down",-0.439987614803387,2.43703432245158e-05,0.000124761495428982,-1.25007047697463,-92.4141008478358,2241,-0.569395525429312,100,31,"ATP1A1; ATP1A2; ATP1A3; ATP1A4; ATP1B1; ATP1B2; ATP1B3; ATP1B4; FXYD2","ATPase inhibitor","439501","ATPase inhibitor","ATP1A1","cardiology","hypertension, cardiac arrythmia","Launched"
"27","sulconazole","HA1E","trt_cp","down",-0.437281977434643,2.45008986346472e-05,0.000124761495428982,-1.24238335742338,-92.7710843373494,2241,-1.2481983410301,100,31,NA,"Sterol demethylase inhibitor","65495","sterol demethylase inhibitor","","infectious disease","tinea pedis, tinea cruris, tinea corporis","Launched"
"28","vincristine","HA1E","trt_cp","down",-0.430897326316316,2.47620094549098e-05,0.000124761495428982,-1.22424361075717,-73.8955823293173,2241,0,100,31,"TUBA4A; TUBB","Tubulin inhibitor","6324671","tubulin polymerization inhibitor","TUBA4A, TUBB","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"29","chloroxine","HA1E","trt_cp","down",-0.424011905034142,2.50666387452163e-05,0.000124761495428982,-1.20468110132102,-85.4082998661312,2241,-1.15491297294497,100,31,"OPRK1","Opioid receptor antagonist","2722","opioid receptor antagonist","OPRK1","gastroenterology, infectious disease, dermatology","diarrhea, inflammatory bowel disease, giardiasis, dandruff","Launched"
"30","forskolin","NKDBA","trt_cp","down",-0.422965744408901,2.51101572152601e-05,0.000124761495428982,-1.02158594534096,NA,229,0.386806254060577,100,31,"ADCY1; ADCY2; ADCY4; ADCY5; ADCY6; ADCY7; GNAL; GNAS","Adenylyl cyclase activator","3413","adenylyl cyclase activator","ADCY2, ADCY5, GNAS","","","Launched"
"31","alprenolol","HA1E","trt_cp","down",-0.421513465658967,2.51536756853038e-05,0.000124761495428982,-1.19758266219152,-87.2378402498884,2241,-0.026130941647277,100,31,"ADCY10; ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","2119","adrenergic receptor antagonist","ADRB1, ADRB2","cardiology","angina pectoris","Launched"
"32","actinomycin-d","HA1E","trt_cp","down",-0.419429321395298,2.52842310954352e-05,0.000124761495428982,-1.1916612973028,-91.2092815707273,2241,-1.1916612973028,100,31,NA,NA,"2019","RNA polymerase inhibitor","","oncology","Wilm's tumor, Ewing's sarcoma, rhabdomyosarcoma, testicular carcinoma","Launched"
"33","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CACNA1I; CALM1; CALM2; CALM3; DRD3; HRH1; KCNA10; KCNH2","Dopamine receptor antagonist","16362","dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched"
"34","reserpine","HA1E","trt_cp","down",-0.409029152633743,2.5719415795873e-05,0.000124761495428982,-1.16211286574028,-81.4368585452923,2241,-0.764640584053351,100,31,"ABCG2; BIRC5; DBH; PNMT; SLC18A1; SLC18A2; TH","Vesicular monoamine transporter inhibitor","11908593","vesicular monoamine transporter inhibitor","SLC18A1, SLC18A2","cardiology","hypertension","Launched"
"35","clomipramine","HA1E","trt_cp","down",-0.406902821862432,2.58064527359605e-05,0.000124761495428982,-1.15607164268748,-82.5078090138331,2241,-0.0264678876528265,100,31,"HTR2B; SLC6A2; SLC6A3; SLC6A4","Serotonin transporter inhibitor (SERT)","2801","serotonin transporter (SERT) inhibitor","GSTP1, HTR2A, HTR2B, HTR2C, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","obsessive compulsive disorder (OCD)","Launched"
"36","bromocriptine","HA1E","trt_cp","down",-0.406471015742993,2.58499712060043e-05,0.000124761495428982,-1.15484481705983,-70.504239178938,2241,-0.879117709980823,100,31,"ADCY10; ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; DRD1; DRD3; DRD4; GH1; HTR1B; HTR1D; HTR2B; HTR6; HTR7; PRL; PRLR","Dopamine receptor agonist","31101","dopamine receptor agonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7","endocrinology, neurology/psychiatry","hyperprolactinemia, Parkinson's Disease, acromegaly","Launched"
"37","altrenogest","HA1E","trt_cp","down",-0.405782999595908,2.58499712060043e-05,0.000124761495428982,-1.15289006050711,-85.586791610888,2241,-0.0269849980612873,100,31,"PGR","Progestogen hormone","10041070","progestogen hormone","PGR","endocrinology","estrus","Launched"
"38","crizotinib","HA1E","trt_cp","down",-0.405327032526509,2.58934896760481e-05,0.000124761495428982,-1.15159459001487,-73.2708612226684,2241,-1.07832970541273,100,31,"ALK; AXL; CYP2B6; CYP3A5; EPHA2; EPHA6; EPHB6; IRAK1; IRAK3; LTK; MAP3K2; MAP4K1; MAP4K2; MAP4K3; MAP4K5; MERTK; MET; MST1R; NTRK2; NTRK3; NUDT1; PLK4; ROS1; SLK; STK10; TEK; TIE1","ALK inhibitor","11626560","ALK tyrosine kinase receptor inhibitor","ALK, MET","oncology","non-small cell lung cancer (NSCLC)","Launched"
"39","methotrexate","HA1E","trt_cp","down",-0.402716636264975,2.59805266161356e-05,0.000124761495428982,-1.14417806466288,-82.1062025881303,2241,-1.18633122409627,100,31,"ABCB1; ABCC2; ABCC3; ABCC4; ABCG2; AOX1; CRP; DHFR; FOLR1; FOLR2; FPGS; GGH; PDF; SLC19A1; SLC22A6; TYMS","Dihydrofolate reductase inhibitor","4112","dihydrofolate reductase inhibitor","DHFR","oncology, hematologic malignancy, dermatology, rheumatology","gestational choriocarcinoma, hydatidiform mole, acute lymphoblastic leukemia (ALL), psoriasis, rheumatoid arthritis","Launched"
"40","carvedilol","HA1E","trt_cp","down",-0.402189020611064,2.60240450861794e-05,0.000124761495428982,-1.14267902984928,-81.8830879071843,2241,-0.731980326646368,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CYP2E1; GJA1; HIF1A; KCNH2; KCNJ4; NDUFC2; NPPB; RYR2; SELE; VCAM1; VEGFA","Adrenergic receptor antagonist","2585","adrenergic receptor antagonist","ADRB1, ADRB2, ADRB3","cardiology","myocardial infarction, hypertension","Launched"
"41","ivermectin","HA1E","trt_cp","down",-0.401963908769046,2.60240450861794e-05,0.000124761495428982,-1.14203945351064,-77.4654172244534,2241,-1.33949012695691,100,31,"CHRNA7; GABRB3; GLRA3; P2RX7","GABA receptor agonist","45114068","benzodiazepine receptor agonist","CHRNA7, P2RX7","infectious disease","gastrointestinal roundworms, lungworms, cattle grubs, mites, lice, horn flies","Launched"
"42","azaperone","HA1E","trt_cp","down",-0.39822476990583,2.61981189663545e-05,0.000124761495428982,-1.13141600197484,-81.7045961624275,2241,0.0248377945455481,100,31,"DRD3","Dopamine receptor antagonist","15443","dopamine receptor antagonist","DRD2, DRD3","neurology/psychiatry","sedative","Launched"
"43","promazine","HA1E","trt_cp","down",-0.39790608259505,2.61981189663545e-05,0.000124761495428982,-1.13051056376434,-80.7228915662651,2241,-1.05429336377136,100,31,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; HRH1; PRNP","Dopamine receptor antagonist","4926","dopamine receptor antagonist","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR2A, HTR2C","neurology/psychiatry","schizophrenia","Launched"
"44","podophyllotoxin","HA1E","trt_cp","down",-0.397432620095343,2.62416374363983e-05,0.000124761495428982,-1.12916538614359,-67.9161088799643,2241,-0.283185208338619,100,31,"CASP3; IGF1R; STMN4; TOP2A; TUBA4A; TUBB","Microtubule inhibitor; Tubulin inhibitor","4865","microtubule inhibitor, tubulin polymerization inhibitor","IGF1R, TOP2A, TUBA4A, TUBB","infectious disease","genital warts","Launched"
"45","vinblastine","HA1E","trt_cp","down",-0.394801310789516,2.63286743764859e-05,0.000124761495428982,-1.12168944371173,-64.524765729585,2241,-0.936649886633674,100,31,"ABCB1; ABCB4; ABCC2; JUN; STMN4; TUBA1A; TUBB; TUBD1; TUBE1; TUBG1","Microtubule inhibitor; Tubulin inhibitor","5667","microtubule inhibitor, tubulin polymerization inhibitor","JUN, TUBA1A, TUBB, TUBD1, TUBE1, TUBG1","hematologic malignancy, infectious disease, oncology","Hodgkin's lymphoma, true histiocytic lymphoma (THL), mycosis, small lymphocytic lymphoma (SLL), testicular carcinoma, Kaposi sarcoma","Launched"
"46","thiothixene","HA1E","trt_cp","down",-0.394462751636959,2.63721928465296e-05,0.000124761495428982,-1.12072754663308,-73.4493529674253,2241,-0.024810038862175,100,31,"DRD1; HRH1","Dopamine receptor antagonist","6444849","dopamine receptor antagonist","DRD1, DRD2, HRH1, HTR2A","neurology/psychiatry","schizophrenia","Launched"
"47","nortriptyline","HA1E","trt_cp","down",-0.393552816858585,2.63721928465296e-05,0.000124761495428982,-1.11814228612995,-69.9687639446676,2241,-1.13910081125112,100,31,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; HRH1; HTR6; KCNJ10; PGRMC1; PIK3CD; SIGMAR1; SLC6A2; SLC6A4","Tricyclic antidepressant","441358","tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4","neurology/psychiatry","depression","Launched"
"48","fasudil","HA1E","trt_cp","down",-0.39030318620313,2.65462667267047e-05,0.000124761495428982,-1.10890960046612,-60.1517179830433,2241,0.931528667325799,100,31,"CDC42BPB; MYLK3; PKIA; PRKACA; PRKG1; PRKX; ROCK1; ROCK2","Rho associated kinase inhibitor","3547","rho associated kinase inhibitor","PKIA, PRKACA, ROCK1, ROCK2","neurology/psychiatry","cerebral vasospasm","Launched"
"49","erythromycin-estolate","HA1E","trt_cp","down",-0.389960227236951,2.65462667267047e-05,0.000124761495428982,-1.10793520286035,-81.3476126729139,2241,-0.0215983871306268,100,31,NA,NA,"441371","bacterial 50S ribosomal subunit inhibitor","ABCB1, ALB, CYP3A4, CYP51A1, KCNH2, MLNR, SLC47A1","infectious disease","listeria, respiratory tract infections, skin infections, syphilis, amebiasis, pelvic inflammatory disease, chlamydia, diphtheria, erythrasma","Launched"
"50","nilotinib","HA1E","trt_cp","down",-0.385703151789743,2.67203406068799e-05,0.000124761495428982,-1.09584021619309,-81.8384649709951,2241,-0.929358191680404,100,31,"ABL1; ABL2; BCR; CYP2B6; CYP2C8; DDR1; DDR2; EPHA2; EPHA4; EPHA5; EPHA8; EPHB1; EPHB2; EPHB3; EPHB4; KIT; MAPK11; MLTK; PDGFRA","ABL inhibitor; BCR-ABL kinase inhibitor","644241","Abl kinase inhibitor, Bcr-Abl kinase inhibitor","ABL1, KIT","hematologic malignancy","chronic myeloid leukemia (CML)","Launched"
"51","amisulpride","HA1E","trt_cp","down",-0.38501915847014,2.67638590769236e-05,0.000124761495428982,-1.09389688909361,-86.5238732708612,2241,-0.0205406126610204,100,31,"DRD3; HTR7","Dopamine receptor antagonist","2159","dopamine receptor antagonist","DRD2","neurology/psychiatry","psychosis, bipolar disorder, schizophrenia","Launched"
"52","mesoridazine","HA1E","trt_cp","down",-0.383123651248393,2.68508960170112e-05,0.000124761495428982,-1.08851147019299,-51.3163766175814,2241,-0.2374173259894,100,31,NA,"Dopamine receptor antagonist","4078","dopamine receptor antagonist","DRD2, HTR2A","neurology/psychiatry","schizophrenia","Launched"
"53","tacrolimus","HA1E","trt_cp","down",-0.381424002782238,2.69379329570988e-05,0.000124761495428982,-1.08368251524678,-70.8165997322624,2241,-0.984662635664734,100,31,"ABCB1; ABCG2; CYP3A5; CYP3A7; FKBP1A; FKBP2; FKBP4; IFNG; IL10; IL2; IL2RA; IL4; NFATC1; NFATC2; NFATC3; PPP3CA; PPP3CB; PPP3CC; PPP3R1; PPP3R2","Calcineurin inhibitor","24140138","calcineurin inhibitor","FKBP1A","transplant","organ rejection","Launched"
"54","rimexolone","HA1E","trt_cp","down",-0.380778867588662,2.69379329570988e-05,0.000124761495428982,-1.08184958988249,-71.0397144132084,2241,-1.08274674545743,100,31,"NR3C1; SERPINA6","Glucocorticoid receptor agonist","73707479","glucocorticoid receptor agonist","NR3C1, SERPINA6","ophthalmology","anterior uveitis","Launched"
"55","simvastatin","HA1E","trt_cp","down",-0.380418269829139,2.69814514271425e-05,0.000124761495428982,-1.08082507783243,-53.9491298527443,2241,-1.31224303476999,100,31,"APOA1; APOE; COG2; CYP2C8; CYP3A4; CYP3A5; HMGCR; ITGAL; ITGB2; LDLR; PON1","HMGCR inhibitor","54454","HMGCR inhibitor","HMGCR, ITGB2","endocrinology, cardiology, neurology/psychiatry","hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia","Launched"
"56","clemastine","HA1E","trt_cp","down",-0.379852248001893,2.69814514271425e-05,0.000124761495428982,-1.07921692534869,-74.8326639892905,2241,-0.0254241708260004,100,31,"HRH1","Histamine receptor antagonist","26987","histamine receptor antagonist","HRH1","allergy","allergic rhinitis, urticaria","Launched"
"57","thioproperazine","HA1E","trt_cp","down",-0.377577298462483,2.70684883672301e-05,0.000124761495428982,-1.07275345419599,-65.7742079428826,2241,0.0249621820912419,100,31,"ADRA1A; ADRA1B; DRD1","Dopamine receptor antagonist","9429","dopamine receptor antagonist","ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A","neurology/psychiatry","schizophrenia","Launched"
"58","imipramine","HA1E","trt_cp","down",-0.373420782777219,2.7286080717449e-05,0.000124761495428982,-1.06094417281985,-79.8750557786702,2241,-0.930152393384665,100,31,"ADRA1A; ADRA1B; ADRA1D; CHRM1; CHRM4; CHRM5; DRD1; FMO1; HRH1; HTR6; HTR7; KCND2; KCND3; KCNH1; KCNH2; ORM2; SLC22A3; SLC6A2; SLC6A3; SLC6A4","Norepinephrine reuptake inhibitor; Serotonin reuptake inhibitor","3696","norepinephrine reputake inhibitor, serotonin reuptake inhibitor","ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCND2, KCND3, KCNH1, KCNH2, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry, urology","depression, nocturnal enuresis","Launched"
"59","pyrimethamine","HA1E","trt_cp","down",-0.373265014833102,2.7286080717449e-05,0.000124761495428982,-1.06050161284396,-76.5729585006693,2241,-1.06206418621059,100,31,"DHFR; DHFRP1; HEXA; HEXB; PDF; SLC47A1; STAT3","Dihydrofolate reductase inhibitor","4993","dihydrofolate reductase inhibitor","DHFR, SLC47A1","infectious disease","malaria","Launched"
"60","cetirizine","HA1E","trt_cp","down",-0.370360449582675,2.74166361275803e-05,0.000124761495428982,-1.05224930949304,-64.6140116019634,2241,0.842926891767388,100,31,"HRH1; IL8","Histamine receptor antagonist","2678","histamine receptor antagonist","HRH1","allergy","allergic rhinitis","Launched"
